,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
12302,0,0,1,0,51.00547945205479,6.865753424657535,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12305,0,0,1,0,55.10410958904109,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
12307,0,1,1,1,44.40547945205479,-1000.6657534246576,1,0,1,1,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12308,0,0,1,1,49.6986301369863,11.284931506849317,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12312,0,0,1,0,64.61643835616438,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12313,1,0,1,0,29.791780821917808,8.449315068493151,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
12318,1,0,1,0,52.602739726027394,0.947945205479452,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12321,0,1,1,0,48.827397260273976,25.71232876712329,1,1,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12322,0,0,1,0,35.61095890410959,0.2767123287671232,1,0,1,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12323,1,1,1,0,44.18082191780822,23.04383561643836,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12324,0,0,1,1,26.66849315068493,5.613698630136986,1,1,1,1,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
12330,1,1,0,0,39.013698630136986,9.7013698630137,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12332,1,1,1,0,47.057534246575344,0.3616438356164383,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12333,1,1,1,1,47.10410958904109,3.115068493150685,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12338,1,0,1,0,51.31232876712329,2.695890410958904,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12339,0,1,1,0,42.41095890410959,4.446575342465754,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12340,0,0,1,0,57.46849315068493,4.865753424657535,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12342,0,0,0,2,26.29041095890411,6.698630136986301,1,0,0,1,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12343,0,0,0,2,40.23013698630137,9.953424657534246,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12345,1,1,1,0,50.18630136986302,2.5287671232876714,1,0,1,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12347,0,0,1,0,41.4,5.531506849315068,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12351,0,0,1,0,53.67397260273973,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
12354,1,1,1,0,26.471232876712328,2.276712328767123,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12358,0,0,0,0,32.81643835616438,7.616438356164384,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
12361,1,0,1,1,30.36164383561644,1.03013698630137,1,0,0,0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12365,0,0,1,0,48.35890410958904,6.531506849315068,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12368,1,0,0,0,53.16712328767123,0.947945205479452,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
12369,1,1,1,0,34.97260273972603,2.03013698630137,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12374,0,0,0,0,53.97260273972603,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
12375,0,0,1,0,33.59452054794521,0.6109589041095891,1,0,0,1,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
12380,0,0,1,0,65.09041095890412,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
12384,0,1,1,0,45.33698630136986,3.6986301369863015,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12385,0,0,1,0,33.915068493150685,12.2,1,0,0,1,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12386,0,0,1,0,33.915068493150685,12.2,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12388,0,0,1,2,39.271232876712325,1.03013698630137,1,0,0,0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
12389,0,1,1,1,46.47123287671233,1.115068493150685,1,0,1,1,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12391,0,0,0,1,44.97260273972603,8.367123287671232,1,0,0,1,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12393,1,0,1,0,53.56438356164384,5.279452054794521,1,0,1,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12395,0,1,1,2,42.53424657534247,9.197260273972605,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12396,1,0,0,0,24.254794520547943,2.695890410958904,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12398,1,0,1,1,28.213698630136985,8.616438356164384,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12399,0,0,1,1,39.88767123287671,4.032876712328767,1,0,1,1,2.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
12402,1,1,1,0,53.10958904109589,18.28767123287671,1,0,1,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12403,0,0,1,1,29.578082191780823,5.364383561643836,1,1,1,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12404,0,0,1,1,29.578082191780823,5.364383561643836,1,1,1,0,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12406,0,0,1,1,46.35616438356164,-1000.6657534246576,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12408,0,0,1,0,55.76712328767123,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12410,0,1,1,1,37.72876712328768,5.698630136986301,1,0,0,0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12413,1,1,1,0,50.30684931506849,5.865753424657535,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12414,0,0,1,0,45.17808219178082,7.534246575342466,1,0,1,0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12417,0,0,1,0,55.24109589041096,0.6109589041095891,1,1,1,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12422,0,0,1,0,60.48767123287672,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12424,0,0,1,0,54.49315068493151,6.531506849315068,1,1,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12425,1,0,0,0,41.98082191780822,22.71232876712329,1,1,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12428,0,0,0,0,44.15068493150685,2.698630136986301,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12433,0,0,0,2,37.608219178082194,14.287671232876711,1,0,0,0,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12434,1,1,0,0,52.98630136986301,11.202739726027398,1,1,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12438,1,0,0,0,52.394520547945206,13.873972602739729,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12445,0,0,0,0,55.73424657534247,5.035616438356165,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
12447,0,0,0,0,64.32328767123288,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
12448,0,0,0,0,63.75616438356165,-1000.6657534246576,1,0,1,0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
12449,0,1,0,0,47.58904109589041,23.13150684931507,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12450,1,1,0,2,37.05205479452055,5.953424657534247,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12451,1,1,0,0,35.73698630136986,4.786301369863014,1,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
12452,0,0,0,0,46.86027397260274,8.284931506849315,1,1,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
12454,1,1,0,0,23.45205479452055,0.8657534246575342,1,1,0,0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
12457,1,1,0,1,45.30958904109589,10.536986301369865,1,1,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12462,1,1,0,0,32.75342465753425,2.4465753424657533,1,1,1,1,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
12469,1,1,0,0,53.38082191780822,18.624657534246577,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12470,0,0,0,2,36.83835616438356,7.4520547945205475,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12482,1,1,0,0,26.484931506849318,2.783561643835617,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12483,0,0,0,0,40.16712328767123,15.126027397260271,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12487,0,0,0,0,47.035616438356165,6.701369863013698,1,1,0,0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
12489,1,1,0,1,49.12876712328767,10.956164383561644,1,1,1,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12490,1,0,0,0,39.28493150684932,0.8657534246575342,1,1,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12495,0,1,0,2,30.052054794520547,0.4465753424657534,1,0,0,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12498,0,0,0,0,36.31506849315068,6.367123287671233,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12499,0,0,0,1,44.15890410958904,5.367123287671233,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12502,1,1,0,0,36.276712328767125,1.1945205479452057,1,1,1,0,2.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
12507,0,0,0,0,42.06849315068493,10.956164383561644,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12510,1,1,0,0,46.72328767123288,1.9506849315068493,1,0,1,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
12511,1,0,0,1,31.39452054794521,2.8657534246575342,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12513,0,0,0,2,30.61917808219178,7.956164383561644,1,1,0,0,4.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
12514,0,1,0,0,56.47123287671233,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12517,0,1,0,0,41.96712328767124,15.04109589041096,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12521,1,1,0,1,25.46849315068493,0.5315068493150685,1,1,0,1,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12522,1,1,0,1,42.24657534246575,4.282191780821917,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
12523,0,0,0,0,53.71232876712329,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12524,1,1,0,0,46.038356164383565,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12530,1,1,0,2,38.72876712328768,7.2,1,1,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12534,1,1,0,0,32.88219178082192,6.197260273972603,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12536,1,1,0,2,50.24109589041096,15.542465753424658,1,1,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12537,1,1,0,0,51.156164383561645,6.786301369863014,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12539,0,0,0,0,45.81643835616438,1.9506849315068493,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12540,1,0,0,1,31.04383561643836,4.953424657534247,1,1,1,0,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
12542,1,0,0,1,31.04383561643836,4.953424657534247,1,1,1,0,3.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
12544,1,1,0,0,45.21369863013699,3.117808219178082,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12546,0,0,0,1,34.038356164383565,4.701369863013698,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12549,0,0,0,0,54.9041095890411,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12551,0,0,0,0,52.86301369863013,14.372602739726029,1,1,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
12553,0,0,0,1,33.23013698630137,-1000.6657534246576,1,0,0,0,3.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
12554,1,1,0,0,28.53972602739726,1.1945205479452057,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
12558,0,0,0,1,27.81095890410959,3.117808219178082,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12562,0,1,0,0,46.79178082191781,1.8657534246575345,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12566,0,0,0,0,26.22739726027397,3.032876712328767,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12569,1,0,0,2,28.83561643835617,2.364383561643836,1,1,1,0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12570,1,0,0,0,37.345205479452055,6.953424657534247,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12572,0,1,0,0,41.6,0.9506849315068492,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12573,0,0,0,0,51.30958904109589,25.54794520547945,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12581,1,1,0,0,52.44383561643836,6.616438356164384,1,1,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
12582,1,1,0,1,31.49041095890411,1.5315068493150683,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12583,1,0,0,0,32.78082191780822,10.61917808219178,1,0,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12588,0,0,0,0,65.07671232876713,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12590,0,0,1,1,47.293150684931504,3.032876712328767,1,1,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12595,0,1,1,1,43.83287671232877,8.956164383561644,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12598,1,1,1,0,32.5972602739726,6.701369863013698,1,0,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12602,0,0,1,0,62.276712328767125,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
12604,1,1,1,0,63.87123287671233,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12609,0,0,1,0,57.0027397260274,-1000.6657534246576,1,0,0,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12613,1,0,0,2,27.2054794520548,6.367123287671233,1,0,0,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12623,0,1,1,0,60.78082191780822,0.9506849315068492,1,1,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
12629,0,0,1,0,48.02465753424657,4.701369863013698,1,0,0,0,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
12630,0,0,1,0,48.02465753424657,4.701369863013698,1,0,0,0,2.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
12631,0,0,1,0,29.572602739726022,11.03835616438356,1,0,0,1,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
12634,0,0,1,1,46.90684931506849,26.715068493150685,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
12637,1,1,1,1,41.75068493150685,6.953424657534247,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12643,0,0,1,0,60.3041095890411,11.706849315068494,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12645,0,0,1,1,47.367123287671234,15.205479452054794,1,0,0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
12650,0,1,1,0,52.13972602739726,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12652,0,0,1,0,54.07671232876712,0.7835616438356164,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12655,1,0,1,2,30.164383561643834,5.035616438356165,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12656,1,0,0,0,52.035616438356165,4.786301369863014,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
12658,0,0,1,0,61.21643835616438,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
12659,0,0,1,1,41.40821917808219,17.123287671232877,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12660,0,1,1,0,40.106849315068494,1.86027397260274,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12662,0,1,1,0,59.51780821917808,3.7013698630136975,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12663,0,0,1,0,31.47945205479452,8.536986301369863,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12664,0,1,1,2,34.635616438356166,9.035616438356165,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12667,1,1,1,0,47.27945205479452,8.865753424657534,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12670,1,0,1,0,53.83013698630137,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12672,0,1,1,0,48.85753424657534,1.6986301369863013,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12675,1,0,0,0,25.646575342465752,0.4493150684931506,1,1,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12676,0,0,1,0,57.55616438356165,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12680,0,0,1,0,66.53424657534246,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12682,0,1,1,0,46.71780821917808,8.36986301369863,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12686,1,1,1,2,29.50958904109589,3.7013698630136975,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12687,0,0,0,1,35.1013698630137,9.284931506849317,1,1,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
12691,0,1,1,2,39.88219178082192,20.126027397260277,1,0,1,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12692,0,0,1,3,35.67123287671233,10.117808219178082,1,0,0,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12693,1,1,1,0,59.35068493150685,21.95890410958904,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12697,0,0,1,0,58.6054794520548,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
12699,0,0,1,1,40.95342465753425,13.372602739726029,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12702,0,0,1,0,35.66027397260274,6.367123287671233,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12705,0,1,1,0,40.57534246575342,4.534246575342466,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12710,1,0,1,0,45.18082191780822,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
12719,0,0,1,2,32.534246575342465,7.035616438356165,1,1,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12722,0,1,1,0,57.11780821917808,11.205479452054794,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12725,0,0,0,1,30.96986301369863,10.953424657534246,1,1,1,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12727,0,0,1,0,39.78904109589041,9.36986301369863,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12730,1,0,0,1,37.989041095890414,17.208219178082192,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12731,0,0,1,0,56.98082191780822,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
12732,0,0,1,0,64.85205479452055,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12733,1,1,1,1,27.29041095890411,4.863013698630137,1,0,0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12739,1,0,0,0,62.465753424657535,0.2794520547945205,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12740,1,0,0,0,62.465753424657535,0.2794520547945205,1,0,0,0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12741,1,1,1,0,40.56438356164384,1.9452054794520548,1,1,1,0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
12743,0,0,1,0,56.66027397260274,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
12744,0,1,0,0,40.47945205479452,1.3643835616438356,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12747,0,0,1,0,55.704109589041096,3.032876712328767,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12748,1,1,1,1,36.484931506849314,10.035616438356165,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12750,1,0,1,0,61.484931506849314,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12752,0,1,1,0,42.61369863013699,6.619178082191781,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
12756,1,0,1,1,29.46849315068493,6.452054794520548,1,0,0,0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12762,0,0,1,1,30.22465753424657,0.8602739726027397,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12763,0,0,1,0,58.41369863013698,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12766,0,0,0,0,24.27945205479452,4.452054794520548,1,1,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
12767,0,0,1,0,66.58082191780822,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12768,0,0,1,0,54.72054794520548,35.38904109589041,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
12769,1,1,1,0,31.731506849315068,2.03013698630137,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
12770,0,1,1,2,35.347945205479455,11.287671232876711,1,0,0,0,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12773,0,0,1,0,59.18082191780822,34.21917808219178,1,1,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
